sample,age,estimate,group,n,coef,se,df,boot_se
1974,28,TM,Bot->Bot,2743,0.273722627737226,,,0.0175299093096983
1974,28,TM,Bot->Top,2743,0.0985401459854015,,,0.0129939298950759
1974,28,TM,Top->Bot,2743,0.151183970856102,,,0.0144444551838118
1974,28,TM,Top->Top,2743,0.371584699453552,,,0.0172292445501316
1974,29,IGE,IGE/RRC,2743,0.304518658944553,0.031539182245882,2741,0.033828281325518
1974,29,RRC,IGE/RRC,2743,0.269409349246841,0.018395336020119,2741,0.0188982543467598
1974,29,TM,Bot->Bot,2743,0.275547445255475,,,0.0167626551957898
1974,29,TM,Bot->Top,2743,0.113138686131387,,,0.0131582459787541
1974,29,TM,Top->Bot,2743,0.129326047358834,,,0.0142062023442054
1974,29,TM,Top->Top,2743,0.389799635701275,,,0.0174834908270767
1974,30,IGE,IGE/RRC,2743,0.289408681795105,0.0304921186608318,2741,0.0309021372817355
1974,30,RRC,IGE/RRC,2743,0.271959965353174,0.0183804498924564,2741,0.0186445022423436
1974,30,TM,Bot->Bot,2743,0.259124087591241,,,0.0173079034385096
1974,30,TM,Bot->Top,2743,0.114963503649635,,,0.0133088037054625
1974,30,TM,Top->Bot,2743,0.127504553734062,,,0.0142410442540016
1974,30,TM,Top->Top,2743,0.382513661202186,,,0.0174943557863186
1974,31,IGE,IGE/RRC,2743,0.295571425654497,0.0284605174348339,2741,0.0278998017720708
1974,31,RRC,IGE/RRC,2743,0.277266010523075,0.0183512785743631,2741,0.0192833533290846
1974,31,TM,Bot->Bot,2743,0.27007299270073,,,0.0176197390379796
1974,31,TM,Bot->Top,2743,0.107664233576642,,,0.0133960439456683
1974,31,TM,Top->Bot,2743,0.116575591985428,,,0.0137168525437049
1974,31,TM,Top->Top,2743,0.391621129326047,,,0.0189803390897551
1974,32,IGE,IGE/RRC,2743,0.328759197122344,0.0262310987775032,2741,0.0285577474237601
1974,32,RRC,IGE/RRC,2743,0.28087508850257,0.0183313145234019,2741,0.0186820270936298
1974,32,TM,Bot->Bot,2743,0.275547445255475,,,0.0171946244494572
1974,32,TM,Bot->Top,2743,0.109489051094891,,,0.0121071558568812
1974,32,TM,Top->Bot,2743,0.116575591985428,,,0.0142032271418022
1974,32,TM,Top->Top,2743,0.395264116575592,,,0.0183483074996765
1974,33,IGE,IGE/RRC,2743,0.357671157336721,0.0256248986125508,2741,0.0323765133639509
1974,33,RRC,IGE/RRC,2743,0.298752762736048,0.0182283171809009,2741,0.0180712500248535
1974,33,TM,Bot->Bot,2743,0.312043795620438,,,0.0171969449588942
1974,33,TM,Bot->Top,2743,0.104014598540146,,,0.0124533336203639
1974,33,TM,Top->Bot,2743,0.105646630236794,,,0.01320000267562
1974,33,TM,Top->Top,2743,0.397085610200364,,,0.0188801376242163
1974,34,IGE,IGE/RRC,2743,0.329913821406521,0.0247776356469963,2741,0.0279978171248427
1974,34,RRC,IGE/RRC,2743,0.281073855581566,0.0183301927129721,2741,0.0186941803373185
1974,34,TM,Bot->Bot,2743,0.284671532846715,,,0.0173618951413728
1974,34,TM,Bot->Top,2743,0.118613138686131,,,0.0132028861467531
1974,34,TM,Top->Bot,2743,0.111111111111111,,,0.0133255915797801
1974,34,TM,Top->Top,2743,0.398907103825137,,,0.0180536221941111
1974,35,IGE,IGE/RRC,2743,0.348001151455035,0.0269785059962469,2741,0.0315538883540069
1974,35,RRC,IGE/RRC,2743,0.282095889870057,0.0183245872258355,2741,0.0187167078212146
1974,35,TM,Bot->Bot,2743,0.277372262773723,,,0.0178768764196466
1974,35,TM,Bot->Top,2743,0.107664233576642,,,0.0125060129698738
1974,35,TM,Top->Bot,2743,0.112932604735883,,,0.0137121567497356
1974,35,TM,Top->Top,2743,0.387978142076503,,,0.0178409149138022
1974,36,IGE,IGE/RRC,2742,0.279408443226583,0.0261878903330781,2740,0.0277054753586486
1974,36,RRC,IGE/RRC,2743,0.259795394854977,0.0184445607884776,2741,0.018333641658683
1974,36,TM,Bot->Bot,2743,0.251824817518248,,,0.0167918860258991
1974,36,TM,Bot->Top,2743,0.118613138686131,,,0.0124928917087374
1974,36,TM,Top->Bot,2743,0.1183970856102,,,0.0134879078178759
1974,36,TM,Top->Top,2743,0.367941712204007,,,0.0178082014689128
1974,37,IGE,IGE/RRC,2743,0.283204387807925,0.0274045946055192,2741,0.0309834679583124
1974,37,RRC,IGE/RRC,2743,0.267949726996579,0.0184021853952609,2741,0.0184022359941015
1974,37,TM,Bot->Bot,2743,0.27007299270073,,,0.0169131650274544
1974,37,TM,Bot->Top,2743,0.111313868613139,,,0.0125898506365617
1974,37,TM,Top->Bot,2743,0.116575591985428,,,0.0133795969878093
1974,37,TM,Top->Top,2743,0.36976320582878,,,0.0180167616383333
1974,38,IGE,IGE/RRC,2743,0.32487572897141,0.0265564819527967,2741,0.0290978614860773
1974,38,RRC,IGE/RRC,2743,0.270801498079663,0.0183867931883001,2741,0.0179727580107716
1974,38,TM,Bot->Bot,2743,0.273722627737226,,,0.0171634084265968
1974,38,TM,Bot->Top,2743,0.111313868613139,,,0.0124952453209078
1974,38,TM,Top->Bot,2743,0.114754098360656,,,0.0135188306865156
1974,38,TM,Top->Top,2743,0.375227686703097,,,0.0173570573680338
1974,39,IGE,IGE/RRC,2743,0.314649146156702,0.0280375176581341,2741,0.0299287091224049
1974,39,RRC,IGE/RRC,2743,0.28269741958676,0.018321387526511,2741,0.017917576323177
1974,39,TM,Bot->Bot,2743,0.273722627737226,,,0.0172559945907783
1974,39,TM,Bot->Top,2743,0.104014598540146,,,0.0120445051586341
1974,39,TM,Top->Bot,2743,0.103825136612022,,,0.0127736018772121
1974,39,TM,Top->Top,2743,0.38615664845173,,,0.0180319625324974
1974,40,IGE,IGE/RRC,2743,0.348327004966725,0.0261864311057362,2741,0.0277809722608187
1974,40,RRC,IGE/RRC,2743,0.287075553469985,0.0182967515521624,2741,0.0179045972603744
1974,40,TM,Bot->Bot,2743,0.277372262773723,,,0.0177270652628759
1974,40,TM,Bot->Top,2743,0.105839416058394,,,0.0122459375240244
1974,40,TM,Top->Bot,2743,0.0983606557377049,,,0.0127408173484568
1974,40,TM,Top->Top,2743,0.39344262295082,,,0.0173147575603088
1974,41,IGE,IGE/RRC,2743,0.3801688114417,0.0279306656358307,2741,0.0312495175755558
1974,41,RRC,IGE/RRC,2743,0.295174567109616,0.0182491351085187,2741,0.0176288837777515
1974,41,TM,Bot->Bot,2743,0.279197080291971,,,0.0172474093494098
1974,41,TM,Bot->Top,2743,0.102189781021898,,,0.0121181366292024
1974,41,TM,Top->Bot,2743,0.0965391621129326,,,0.0129396648564989
1974,41,TM,Top->Top,2743,0.39344262295082,,,0.0178842927299638
