n,parents_age,child_age,coef,se,df
24896,37,41,0.48938295999455,0.014054156921326,24891
24896,39,41,0.457977324844011,0.0131730244097375,24891
24896,41,41,0.450145672536952,0.0126623474749798,24891
24896,43,41,0.471816332205654,0.0131325945014193,24891
24896,45,41,0.493516253617724,0.0134215799471252,24891
24898,40,41,0.466605302460743,0.0132620031523655,24893
24898,42,41,0.475613677635008,0.013322764355193,24893
24898,46,41,0.499459374121922,0.0135571358011297,24893
24898,51,41,0.463611492514812,0.012980613508364,24893
24898,52,41,0.506776296143958,0.0136974107436108,24893
24898,54,41,0.495558463137018,0.0136175039724752,24893
24898,55,41,0.494661807287245,0.0134314876152373,24893
24903,48,41,0.491200755427807,0.0135776152776981,24898
24904,44,41,0.475754557168761,0.0135174801174636,24899
24904,47,41,0.474791230650743,0.0131940100017957,24899
24904,50,41,0.489097521592633,0.0135185518002175,24899
30005,25,33,0.292243276721346,0.0165090069263003,29999
30009,25,40,0.245593107310734,0.0162459509344698,30003
30015,27,33,0.397987387105701,0.0161670182827408,30009
30018,26,33,0.367443693169679,0.0163724656276094,30012
30091,27,40,0.356818931712393,0.0159009971118674,30085
30094,26,40,0.313188807650786,0.0159652816646084,30088
30100,30,33,0.451743193802631,0.0149820937385391,30094
30107,31,33,0.481966262625414,0.0141334336134573,30101
30114,28,33,0.432771629545164,0.0152280913589378,30108
30114,32,33,0.440195879494244,0.0134526087689441,30108
30125,49,33,0.481610577124911,0.0118122239430678,30119
30128,33,33,0.506228366416874,0.0134986218178978,30122
30129,29,33,0.460880443078434,0.0147876146281464,30123
30132,34,33,0.497309191527156,0.0134202555652598,30126
30137,60,33,0.440206913258456,0.0121322617777078,30131
30139,58,33,0.463845831249882,0.0122225698463958,30133
30140,51,33,0.498333212540233,0.0123518905622235,30134
30141,59,33,0.459204863569413,0.0122637540191474,30135
30143,36,33,0.497902039435211,0.0129712910603479,30137
30144,35,33,0.467367899332462,0.0123680717701424,30138
30146,38,33,0.525887713933133,0.0129773806762699,30140
30146,56,33,0.51413582071544,0.013004718269532,30140
30146,57,33,0.49567280508263,0.0128766175644134,30140
30147,48,33,0.504484929572627,0.0124915971447208,30141
30147,53,33,0.495468172004394,0.0123912873147409,30141
30148,37,33,0.524371764843288,0.0129373782635378,30142
30148,39,33,0.498949937973883,0.0125343694981682,30142
30148,41,33,0.482544507835626,0.0119107473116411,30142
30148,43,33,0.494499397840099,0.0122954250144787,30142
30148,45,33,0.505101178315867,0.0125784242396634,30142
30149,44,33,0.499467880792087,0.0126085282506856,30143
30149,47,33,0.490479353025083,0.0123296283703244,30143
30149,50,33,0.505772240184333,0.0125382428537334,30143
30151,40,33,0.498657051921025,0.0124758874062769,30145
30151,42,33,0.503486560115389,0.012448391878345,30145
30151,46,33,0.50754673564277,0.0125229916294191,30145
30151,52,33,0.512513796225922,0.0126645212260926,30145
30151,54,33,0.507991841968544,0.0128100414443836,30145
30151,55,33,0.498630140409152,0.0125023435280169,30145
30380,30,40,0.428596300185769,0.0146771004799237,30374
30393,28,40,0.406986027075391,0.0151046940316339,30387
30426,31,40,0.464790736282654,0.0138846889397615,30420
30462,32,40,0.418470132041338,0.0130400101191486,30456
30480,33,40,0.486259215027419,0.0131855388236802,30474
30489,29,40,0.44478137522853,0.0147347328673579,30483
30508,34,40,0.456802035103175,0.0127693541042718,30502
30538,59,40,0.458235888834636,0.0118462556430807,30532
30549,60,40,0.43470538335429,0.0117437947418008,30543
30569,35,40,0.439860379268931,0.0118974831431936,30563
30569,36,40,0.463929588001873,0.0123660284611065,30563
30571,53,40,0.493326074745956,0.0119341727460908,30565
30577,38,40,0.50202152730042,0.0125243995000351,30571
30577,49,40,0.468570365126542,0.0113842538106398,30571
30590,58,40,0.464900425216165,0.0118844389065455,30584
30595,56,40,0.51098179535594,0.0126104871694219,30589
30595,57,40,0.474982902250402,0.0121806253644086,30589
30596,37,40,0.503797136005064,0.012646220103696,30590
30596,39,40,0.474161314888437,0.0119111096715096,30590
30596,41,40,0.462067476036634,0.011430721266519,30590
30596,43,40,0.481274590705219,0.0118440459167917,30590
30596,45,40,0.502379411727246,0.0121091065404842,30590
30598,40,40,0.481806217903809,0.0119644402432239,30592
30598,42,40,0.489162641333448,0.0120188673806368,30592
30598,46,40,0.509433766437958,0.012208439044982,30592
30598,52,40,0.515315494373288,0.0123241713094989,30592
30598,54,40,0.503562803505908,0.0122784232079856,30592
30598,55,40,0.501981477621885,0.0121008600972184,30592
30600,51,40,0.474313328478117,0.0117338791502807,30594
30605,48,40,0.500059320717327,0.0122193653657247,30599
30606,44,40,0.487565016160947,0.0121968814484664,30600
30606,47,40,0.482714821023673,0.0118932665496883,30600
30606,50,40,0.498527833830467,0.0121814355993243,30600
35858,25,34,0.271062290142476,0.0150149930274446,35851
35877,27,34,0.384247579341022,0.0147009512524896,35870
35881,26,34,0.349351841278238,0.0148985040503068,35874
35925,25,39,0.242226070858193,0.0150274427339136,35918
35999,30,34,0.437510545890414,0.0136412522423403,35992
36009,27,39,0.355945427876664,0.0147134572404951,36002
36013,26,39,0.309686036264335,0.0148056408017664,36006
36013,31,34,0.467726679283664,0.0128618829479805,36006
36015,28,34,0.422727937842569,0.0138873418395482,36008
36022,32,34,0.425917970272109,0.0122424012880618,36015
36040,33,34,0.48843933096527,0.0122819735450354,36033
36041,29,34,0.442732475714942,0.0134776019638274,36034
36041,49,34,0.472027447593197,0.0107500038459868,36034
36043,34,34,0.482069661339911,0.012213111592875,36036
36053,60,34,0.433440324552239,0.0110274791978946,36046
36055,59,34,0.454779124754069,0.0111502132370668,36048
36057,58,34,0.457448685410042,0.0111213162877879,36050
36058,36,34,0.482445004908015,0.0118138177033986,36051
36059,35,34,0.455287884878527,0.0112680530702957,36052
36059,51,34,0.48512330717573,0.0112356240125962,36052
36063,53,34,0.485271965683574,0.0112779605232288,36056
36064,56,34,0.505266579094237,0.0118319002464265,36057
36064,57,34,0.487171517967527,0.0116836673908151,36057
36065,38,34,0.512378685568699,0.0118156896668284,36058
36066,37,34,0.510681623138346,0.0117854820237969,36059
36066,39,34,0.487961525361467,0.0114023101777026,36059
36066,41,34,0.471175832444573,0.0108395085393755,36059
36066,43,34,0.482599209568616,0.0111865289413978,36059
36066,45,34,0.494456436358871,0.011447660756334,36059
36066,48,34,0.49540805852349,0.0113833864136712,36059
36068,44,34,0.489243970318345,0.0114842889569715,36061
36068,47,34,0.479948851482794,0.0112148133027561,36061
36068,50,34,0.495283309840575,0.0114224947942611,36061
36070,40,34,0.490735815031654,0.011348109592352,36063
36070,42,34,0.493047228656955,0.0113370962017184,36063
36070,46,34,0.49763349006468,0.011392304417047,36063
36070,52,34,0.501623360203858,0.0115285376473704,36063
36070,54,34,0.497548348086986,0.011648455447843,36063
