instru,n,child_rank,family_rank,coef,se,boot_se
+ demographic char.,648,37.4320987654321,6,0.296917119576329,0.00375818583014191,0.00419242778019313
+ demographic char.,648,44.162037037037,18,0.296917119576329,0.00375818583014191,0.00419242778019313
+ demographic char.,648,46.6311728395062,36,0.296917119576329,0.00375818583014191,0.00419242778019313
+ demographic char.,648,48.3842592592593,42,0.296917119576329,0.00375818583014191,0.00419242778019313
+ demographic char.,648,52.3904320987654,59,0.296917119576329,0.00375818583014191,0.00419242778019313
+ demographic char.,648,65.8410493827161,95,0.296917119576329,0.00375818583014191,0.00419242778019313
+ demographic char.,649,48.386748844376,48,0.296917119576329,0.00375818583014191,0.00419242778019313
+ demographic char.,649,48.286594761171,50,0.296917119576329,0.00375818583014191,0.00419242778019313
+ demographic char.,650,43.32,30,0.296917119576329,0.00375818583014191,0.00419242778019313
+ demographic char.,650,59.6338461538462,82,0.296917119576329,0.00375818583014191,0.00419242778019313
+ demographic char.,652,72.0015337423313,100,0.296917119576329,0.00375818583014191,0.00419242778019313
+ mun. char.,642,32.4766355140187,1,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,643,44.4603421461897,34,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,643,54.4152410575428,67,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,644,36.8167701863354,4,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,644,37.9487577639752,7,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,644,40.3788819875776,11,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,644,42.6350931677019,17,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,644,45.2701863354037,31,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,644,47.416149068323,44,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,644,49.8913043478261,47,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,644,47.9596273291926,51,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,644,48.8773291925466,54,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,644,50.3788819875777,57,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,644,52.360248447205,61,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,644,59.5527950310559,81,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,644,60.4083850931677,84,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,644,67.2189440993789,94,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,644,70.4673913043478,97,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,35.5054263565892,2,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,37.4728682170543,8,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,40.7178294573643,13,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,39.5674418604651,14,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,40.6372093023256,16,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,43.6651162790698,21,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,42.4914728682171,22,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,44.1426356589147,26,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,44.322480620155,27,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,45.784496124031,29,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,45.9767441860465,35,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,46.5860465116279,37,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,46.7581395348837,38,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,49.2589147286822,41,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,46.9472868217054,43,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,49.1441860465116,49,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,49.6573643410853,52,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,51.8325581395349,58,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,52.1488372093023,63,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,52.6217054263566,64,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,51.9643410852713,66,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,53.9317829457364,72,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,56.4093023255814,74,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,57.7333333333333,76,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,58.6294573643411,79,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,58.1705426356589,85,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,61.5674418604651,87,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,61.1240310077519,88,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,63.6,91,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,63.6961240310078,93,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,645,72.3596899224806,99,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,37.0650154798762,3,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,36.2120743034056,5,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,38.1130030959752,9,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,42.4117647058824,15,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,42.7306501547988,19,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,43.8080495356037,20,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,43.0046439628483,23,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,44.9798761609907,25,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,44.2399380804954,28,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,45.953560371517,32,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,44.6826625386997,33,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,47.8111455108359,39,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,47.0882352941177,40,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,49.6052631578947,45,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,47.5092879256966,46,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,50.9643962848297,55,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,50.1006191950464,56,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,52.061919504644,62,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,55.0123839009288,68,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,53.2538699690403,69,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,57.0417956656347,70,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,54.6501547987616,73,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,55.5588235294118,75,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,59.4752321981424,78,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,59.7678018575851,82,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,61.1981424148607,86,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,63.0371517027864,90,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,63.8529411764706,92,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,66.0712074303406,96,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,646,68.4582043343653,98,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,647,37.5579598145286,10,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,647,42.8021638330757,24,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,647,51.7928902627512,60,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,647,55.3168469860897,71,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,647,56.210200927357,77,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,647,58.5888717156105,80,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,648,36.7962962962963,6,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,648,39.8564814814815,12,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,648,41.9521604938272,18,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,648,46.2638888888889,36,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,648,45.9969135802469,42,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,648,48.0308641975309,48,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,648,50.2469135802469,53,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,648,51.4212962962963,59,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,648,52.875,65,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,648,60.2515432098766,83,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,648,62.9737654320988,89,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,648,64.5632716049383,95,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,649,45.8721109399076,30,0.303296992323333,0.00375027312644212,0.00419427588490937
