instru,n,child_rank,family_rank,coef,se,boot_se
+ mun. char.,649,49.306625577812,50,0.303296992323333,0.00375027312644212,0.00419427588490937
+ mun. char.,652,72.7177914110429,100,0.303296992323333,0.00375027312644212,0.00419427588490937
Education,82,59.1829268292683,100,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,115,47.4260869565217,7,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,179,47.0391061452514,31,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,187,40.2994652406417,3,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,190,47.1105263157895,33,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,192,42.875,19,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,212,46.9716981132075,44,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,241,46.2199170124481,8,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,285,58.5859649122807,86,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,288,50.9166666666667,56,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,297,52.6430976430977,57,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,312,59.9967948717949,88,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,315,48.3396825396826,45,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,341,44.1260997067449,37,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,341,48.5161290322581,51,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,350,42.4714285714286,40,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,356,48.6067415730337,49,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,373,43.656836461126,26,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,386,46.4015544041451,38,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,393,50.0966921119593,58,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,399,53.218045112782,69,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,407,41.2579852579853,25,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,429,54.3426573426573,63,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,450,58.0666666666667,78,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,457,45.5514223194748,22,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,457,55.1006564551422,60,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,459,46.2352941176471,39,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,487,68.6509240246407,98,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,496,42.4052419354839,21,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,523,44.2332695984704,28,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,527,50.0417457305503,27,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,529,41.1984877126654,20,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,538,41.6933085501859,4,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,542,53.2859778597786,65,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,542,55.9261992619926,82,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,543,64.5064456721915,90,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,549,43.0072859744991,5,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,554,54.6480144404332,67,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,565,47.1646017699115,32,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,573,54.0331588132635,72,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,575,50.0539130434783,53,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,580,67.2551724137931,96,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,582,42.5756013745704,23,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,582,57.2353951890034,74,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,589,57.8438030560272,81,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,598,64.3862876254181,94,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,605,44.2347107438017,36,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,608,55.7105263157895,77,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,608,55.6134868421053,84,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,609,52.7142857142857,62,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,620,60.7903225806452,91,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,627,65.7814992025518,95,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,632,56.4509493670886,80,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,641,55.1450858034322,64,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,653,57.3246554364472,75,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,664,64.2921686746988,93,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,667,40.2833583208396,6,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,680,57.0867647058824,76,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,682,62.6774193548387,92,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,685,60.6087591240876,85,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,710,69.3098591549296,97,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,715,54.0293706293706,71,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,717,49.1269177126918,47,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,724,58.2279005524862,83,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,727,49.4016506189821,54,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,742,55.300539083558,68,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,745,54.8456375838926,70,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,751,49.0226364846871,50,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,799,53.0212765957447,66,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,814,45.8882063882064,43,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,827,45.4824667472793,41,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,841,56.9583828775268,79,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,853,54.5756154747949,73,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,872,61.8061926605505,89,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,873,48.7537227949599,46,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,876,44.9554794520548,30,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,883,50.1041902604757,52,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,934,41.9978586723769,16,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,1014,50.0108481262328,48,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,1053,50.8736942070275,59,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,1104,52.2173913043478,61,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,1129,50.0478299379982,55,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,1130,43.5495575221239,24,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,1132,45.3560070671378,29,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,1216,46.2738486842105,34,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,1216,48.5822368421053,42,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,1268,61.211356466877,87,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,1365,46.6776556776557,35,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,1392,71.6551724137931,99,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,1742,35.7634902411022,2,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,1833,39.6792144026187,15,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,2315,40.0423326133909,13,0.283919305877537,0.0037836684948745,0.0038404171098791
Education,3334,39.4742051589682,12,0.283919305877537,0.0037836684948745,0.0038404171098791
