n,dep,rank_dep,family_log_income_n,household_log_income
42,38,16,9.22958959197235,10.3237461380167
42,91,12,9.23166479620599,10.5968016373193
42,14,31,9.39479858479211,10.4366755934735
42,67,19,9.55810454478034,10.5109866615479
42,6,18,9.64735591712325,10.464969565859
42,34,24,9.70290415170775,10.6227903168856
42,75,2,9.76364659588166,10.6617671263666
42,6,18,9.90492653145944,10.7663556549111
42,63,32,9.9046253246778,10.5056558666947
42,34,24,9.9000533074644,10.566376556389
42,6,18,10.0838411038832,10.7489722767727
42,29,21,10.2518731301339,10.762711726762
43,68,29,8.73637340073659,10.1316690832425
43,92,6,9.22588840214867,10.4750914027237
43,94,10,9.44599833902351,10.6359629514552
43,83,22,9.50498347745729,10.2706664439916
43,35,23,9.60145229719826,10.5110067459807
43,49,28,9.65204744885599,10.3672492705815
43,75,2,9.69889566478885,10.6529254621663
43,49,28,9.70043709886999,10.5904304254019
43,49,28,9.82216357501235,10.6012794720309
43,42,25,9.90550481417529,10.7537612569561
43,34,24,10.0796802414455,10.8017480338006
43,68,29,10.2524775877419,10.9164404347067
43,34,24,10.4504864922663,10.893161050055
44,49,28,8.68032548312909,10.0893738782051
44,44,14,8.5502552795022,10.0687146560755
44,33,11,9.0683680825467,9.99341953922186
44,35,23,9.17138603908088,10.1886764460007
44,91,12,9.39552168959869,10.5064618519797
44,94,10,9.50122703167174,10.5595291055978
44,31,20,9.56009968817263,10.4370557066461
44,54,27,9.65417851736021,10.5440246637524
44,67,19,9.75571351349344,10.8369706464883
44,34,24,9.76742883510725,10.5655783067009
44,54,27,9.81804926044826,10.4477946721275
44,67,19,9.81927741218001,10.6582368140704
44,60,26,9.97933852088853,10.6686651560207
44,67,19,10.2396880232382,10.8710764511363
44,60,26,10.4667308085398,11.1465883715318
45,91,12,8.60887658550814,10.3164832348678
45,44,14,9.05967523857989,10.1553670332103
45,42,25,9.28810637742802,10.5868614769688
45,49,28,9.28144904798359,10.4548836704795
45,6,18,9.50283508396582,10.3058585139091
45,56,30,9.50440471565849,10.4603476717583
45,42,25,9.55966883196191,10.6060228611065
45,56,30,9.60521895952301,10.6203705859754
45,31,20,9.60872728376009,10.5264042876752
45,94,10,9.60298513890288,10.5550697650612
45,68,29,9.60509477637916,10.5965219863211
45,42,25,9.82224135612411,10.5792271565452
45,67,19,9.90660873128827,10.8597272251147
45,67,19,9.98543302779582,11.0031950330034
45,56,30,10.0783447499729,10.660614328958
45,49,28,10.0835898053884,10.6926221207041
45,83,22,10.0779204276798,10.7526863724972
45,42,25,10.0837882242131,10.7330921078993
46,42,25,8.6939782004526,10.2646333086221
46,83,22,9.1657255954626,10.1445920604005
46,49,28,9.23292959129892,10.2227970251569
46,75,2,9.22742708917638,10.5176363607831
46,94,10,9.2305763907943,10.5782858075783
46,54,27,9.29111725809284,10.3499904451764
46,60,26,9.28379540789648,10.48674728818
46,92,6,9.34735257305393,10.6374167242342
46,35,23,9.44821598366556,10.5142352544313
46,60,26,9.45533788429546,10.5106388462023
46,49,28,9.4984171180318,10.4504001869203
46,56,30,9.55820880809946,10.6539834355447
46,42,25,9.69336667661847,10.687150361775
46,83,22,9.7049144272103,10.3452577685239
46,54,27,9.90716624570611,10.612100280571
46,35,23,10.0841484782149,10.6143840088392
46,34,24,10.2384408296382,10.6437832041829
46,57,17,10.2488285430738,10.857921361314
46,60,26,10.2507496504848,10.8196823090938
47,6,18,8.64505652862356,10.3244917414997
47,83,22,8.63784581635087,10.0036005991678
47,29,21,8.73333618600204,10.2087501074358
47,34,24,9.06010243290903,9.72409131805713
47,42,25,9.04079520093803,10.2006652778048
47,77,13,9.1730120927372,10.1666285138995
47,68,29,9.16276639951646,10.3272554689247
47,14,31,9.16603108787542,10.4273392606648
47,42,25,9.23673603324037,10.4336105726746
47,68,29,9.28696446369696,10.4300651211226
47,95,15,9.34131540032101,10.3703608958468
47,92,6,9.39556427473237,10.4865025620642
47,49,28,9.39390598416694,10.5592450669553
47,56,30,9.39677572244131,10.3283586967732
47,78,8,9.39956139958154,10.5420575041207
47,67,19,9.50514057047719,10.4403462859683
47,54,27,9.60426993768914,10.4076215066473
47,34,24,9.60090707977246,10.466882784992
47,67,19,9.69348882077925,10.6016544007222
47,83,22,9.75544443436847,10.4835126075736
47,29,21,9.82654219153954,10.6491188896105
47,75,2,9.82915666789552,10.7954571939879
47,60,26,9.89208714455787,10.4906807828881
47,34,24,9.97408678629747,10.5874927198904
47,60,26,10.0870901465055,10.4638194094861
47,76,9,10.4742333842682,10.9506916613218
48,94,10,9.28305485477955,10.4879598657173
48,78,8,9.33765760658327,10.6385777845608
48,42,25,9.34090764641789,10.2484944344886
48,56,30,9.34573217476764,10.4314420092262
48,91,12,9.3425086134242,10.5014100754967
48,68,29,9.44846453489113,10.3458913718808
48,14,31,9.55921867873852,10.5207304994374
48,67,19,9.60079197875087,10.5916799016406
48,14,31,9.64995138348783,10.4959760493025
48,56,30,9.69605916894272,10.6607712044718
48,42,25,9.75013326185493,10.6734545296844
48,56,30,9.76138962585051,10.5700133853117
48,60,26,9.82789031955661,10.5587571968387
48,92,6,9.83067028031138,10.7516317898739
48,42,25,9.9878741810027,10.7954503883196
49,94,10,9.17359750978455,10.4865926846903
49,38,16,9.17383841963003,10.4011982930777
49,60,26,9.22929622847123,10.4643119409148
49,57,17,9.28135361439822,10.3436207754462
49,29,21,9.28172976943997,10.1189053782365
49,35,23,9.34114865461653,10.5838989726409
49,29,21,9.34117602753059,10.5035530154487
49,94,10,9.39656716109439,10.5053799149287
49,56,30,9.44607089332242,10.5568668507476
49,95,15,9.50451076592437,10.6335802406628
49,29,21,9.50027822884854,10.3748646992889
49,42,25,9.49996272042232,10.3215568039649
49,6,18,9.55412744716261,10.6059072674052
49,38,16,9.89793161345241,10.6203204255127
49,6,18,10.465213970993,10.9171577000305
50,95,15,8.72728882573081,10.2122303690827
50,78,8,8.66603617454406,10.0229225932186
50,60,26,9.07243200664969,10.3343459908152
50,77,13,9.28804055408909,10.5677830302946
50,38,16,9.34248851768546,10.381390574979
50,60,26,9.33841856817588,10.3562364780762
50,33,11,9.39039068632431,10.399512813041
50,95,15,9.40073846732624,10.3417340769049
50,60,26,9.39178289155043,10.3576987018674
50,63,32,9.39680257464839,10.3617787438288
50,35,23,9.40301358082149,10.5246082339276
50,91,12,9.50098098975352,10.6737490801205
50,94,10,9.55514615881054,10.4611861387342
50,92,6,9.59914602303821,10.6003472673822
50,60,26,9.60711859612308,10.2901470864169
51,38,16,8.68057199315142,9.98425277736699
51,35,23,9.29252994167004,10.3778918859938
51,94,10,9.34466536885588,10.6209047869936
51,95,15,9.45746355055713,10.6204728333158
51,29,21,9.60434886477922,10.5210075632054
51,33,11,9.64654707586977,10.5037883622889
51,49,28,9.9841343875484,10.7684708028763
51,67,19,10.5056722019469,10.8775500667276
52,68,29,9.03628473706241,10.2594117331837
52,49,28,9.16310892131529,10.4095764162216
52,75,2,9.28363542310843,10.5152687246547
52,38,16,9.28333682693245,10.3719979504378
52,49,28,9.34175770795481,10.4127962244988
52,91,12,9.44219383220414,10.4383141127557
52,14,31,9.50103699716332,10.481059521808
52,92,6,9.50885938102451,10.4129530359908
52,35,23,9.5615026341852,10.3930674927671
52,42,25,9.65304153093449,10.5597456900093
52,63,32,9.82362717330311,10.6083538595176
52,35,23,9.90122674914543,10.6164533670226
52,29,21,10.0825806654396,10.7840830953373
53,34,24,8.63957263235149,9.87526141574769
53,77,13,9.06066848620389,10.4479832917549
53,54,27,9.16411260829115,10.1947147805462
53,78,8,9.28738679201134,10.2925949262458
53,78,8,9.60368252023728,10.4091029894637
53,14,31,9.60403911688133,10.4495249278495
53,60,26,9.65083497172639,10.6550217792164
53,92,6,9.68924895522833,10.5315977077943
53,60,26,9.69752070573366,10.4042934687187
53,35,23,9.82038367359805,10.7736593657988
53,57,17,9.89439540359498,10.680261099356
53,35,23,9.98472527022586,10.783000635337
53,57,17,9.98530616248442,10.9241426236611
53,6,18,10.2589639153281,10.7586783257431
54,67,19,8.65449521334659,10.0568496210829
54,95,15,9.16853218702617,10.3782683494351
54,67,19,9.28671956101636,10.3378650909594
54,33,11,9.28481682652796,10.2577708331189
54,33,11,9.44961417324171,10.3868615127812
54,67,19,9.44963359066247,10.4076395122461
54,29,21,9.45218131116278,10.432402062957
55,60,26,8.70799759112857,10.1297745636178
55,78,8,9.22864740483907,10.5839436486652
55,67,19,9.33045106105236,10.5134265679992
55,69,4,9.34432920888583,10.4035354169975
55,75,2,9.50148474690756,10.5027372854624
55,78,8,9.50202500179213,10.4709478437458
55,31,20,9.75031819121354,10.7373525792591
55,63,32,9.75449424173486,10.7396449340467
56,95,15,9.05593182574731,10.1488340156939
56,83,22,9.05129362351218,9.95636817709603
56,54,27,9.33953276886903,10.4270177893184
56,75,2,9.39098474502352,10.5117023470803
56,49,28,9.45156567983723,10.3018641975778
56,42,25,9.45171177174972,10.4869921255575
56,54,27,9.69494649635723,10.4608018977384
56,57,17,9.75559854906943,10.5015870598508
56,31,20,9.90279506458297,10.4740739863715
56,33,11,10.2265084864055,10.6599236463306
57,77,13,8.68132573595056,10.322163788019
57,42,25,9.16528985915237,10.1827239546301
57,75,2,9.34580559061711,10.4929901532536
57,77,13,9.34274603719423,10.5159334806268
57,38,16,9.40068182204378,10.3866310580149
57,33,11,9.50593795121565,10.2824292155944
57,49,28,9.55252878280828,10.4227126604533
57,31,20,9.70168985772186,10.6157277471468
57,35,23,9.76426866122263,10.5284246304375
57,91,12,9.75306686404993,10.6124736353273
57,57,17,9.81871366226125,10.6596166111048
57,35,23,10.4619393215019,10.7998348298375
58,94,10,9.05904849556173,10.2638108548594
58,78,8,9.17144621397073,10.4473125428601
58,69,4,9.44952979732629,10.6358424929599
58,57,17,9.54980420581033,10.5392709173885
58,29,21,9.55873789680047,10.4016862554185
58,49,28,9.60957836798344,10.64430888014
58,67,19,9.64746914305106,10.6266784085845
58,35,23,9.69490964419087,10.692855692229
58,92,6,9.76054492717509,10.8505844682481
58,38,16,9.82318840517773,10.5808277994684
58,94,10,9.82251312034862,10.71046570662
58,29,21,9.89744366306557,10.5932886074189
59,92,6,8.73914296700979,10.2142224467901
59,44,14,9.16904828319653,10.0596542132604
59,35,23,9.22391761839123,10.4682322312381
59,57,17,9.49583269240978,10.4957144028162
59,57,17,9.64385738690732,10.5533579583039
59,49,28,9.75520644468618,10.5473803544504
59,29,21,9.75369805500292,10.7298589930252
59,62,5,9.9762336152619,10.816017609598
59,38,16,10.0835921282243,10.5959988583956
59,93,7,10.2434669074246,10.8731701634871
59,76,9,10.2446427795001,10.8636790645038
60,38,16,9.45177096912885,10.3646886119218
60,60,26,9.75943324813083,10.5881321530352
60,54,27,9.97521692503806,10.7600660654834
61,38,16,9.55434474617347,10.4340232562598
61,91,12,9.55483148489497,10.4016910488674
61,93,7,9.64640225453171,10.4851296660036
61,94,10,9.70827893673501,10.5639347756699
61,57,17,10.0828504049136,10.8339883790233
61,62,5,10.2487152384909,10.7945608329056
62,69,4,9.17094561759973,10.3694415058031
62,44,14,9.55555713174085,10.5355349697445
62,33,11,9.60409071877623,10.4471496941576
62,31,20,9.64670754012221,10.7494862103267
62,91,12,9.64285288321918,10.5280381391311
62,29,21,9.69976737181274,10.5055116241862
62,95,15,9.7553343431897,10.6990217321764
62,76,9,10.0849610409569,10.9030330421022
63,67,19,9.23656669191628,10.2512736916315
63,77,13,9.22662737312409,10.4351312418865
63,78,8,9.44946340145278,10.4354509396944
63,38,16,9.50061958786105,10.4113452022015
63,91,12,9.60350074367422,10.5267607225306
63,94,10,9.64568416636408,10.40421222431
63,92,6,9.98523815535264,10.7889773238379
63,29,21,9.98320053722696,10.5671422145509
63,31,20,10.080918337512,10.5462099044341
63,31,20,10.4682128711315,11.0170554917232
64,93,7,9.34405455843728,10.4772171936021
64,60,26,9.50517508387138,10.5056732678725
64,57,17,9.60224680871716,10.4804719702095
64,69,4,9.65511720116863,10.514604886052
64,78,8,9.65051521482683,10.7391897135159
64,31,20,9.82657428644085,10.613154629593
64,31,20,9.97789471292499,10.7660671712658
65,67,19,9.1650827365786,10.3260656522216
65,60,26,9.16861928575964,10.2013141930054
65,38,16,9.60109906187117,10.5611036147245
65,69,4,9.70220986756362,10.5419105279364
65,95,15,9.70604944758152,10.6278981797164
65,78,8,9.70145163994061,10.7295541269616
65,94,10,9.75582316352219,10.600056103222
65,76,9,9.8983896977308,10.7686583880814
65,75,2,9.98037651626477,10.9112614962732
65,44,14,10.4681895962161,11.0028508263102
66,33,11,9.33656056107064,10.3314948189198
66,13,3,9.44816048470649,10.2913807072313
66,78,8,9.55116964734879,10.5528588369361
66,31,20,10.2540398796866,10.7413193820555
66,33,11,10.4692676997071,10.8632827764014
67,67,19,9.0710803048583,10.1192124651983
67,38,16,9.05331477039022,10.3299602525804
67,69,4,9.28388209603205,10.5762979713973
67,67,19,9.39509701615122,10.5161608055946
67,77,13,9.39998429628223,10.3120852795802
67,35,23,9.65710361822557,10.4975797536506
67,57,17,9.70445902244375,10.4585515226905
67,93,7,10.0792991172106,10.7971464731552
67,35,23,10.2511445856137,10.896380915405
68,69,4,9.23236676816316,10.5546067503101
68,93,7,9.44541494832572,10.4974520185382
68,13,3,9.50377471781828,10.4331113269452
68,93,7,9.50565412687423,10.5998094254986
68,35,23,9.49922263997077,10.5602063878665
68,69,4,9.60720488954863,10.5485741270785
68,38,16,9.65140467387664,10.5629786512034
68,38,16,9.69993325593266,10.6372949815627
68,91,12,9.69848081546173,10.4411188643895
68,33,11,9.75863419372701,10.3595264460023
69,69,4,9.39640250365995,10.3839688539265
69,33,11,9.55207964229802,10.3621345639929
69,78,8,9.75737431067712,10.619876716154
69,44,14,9.82493178371443,10.5414285158571
69,62,5,9.89307161812842,10.650954198833
69,75,2,9.90407927877761,10.7470660945281
69,76,9,9.98067299501555,10.7853899062239
69,62,5,10.0805208438354,10.6304419707396
70,57,17,8.64040260363954,10.2218211666887
70,78,8,9.04980145915068,10.3083894137828
70,75,2,9.06004733161827,10.1496799335172
70,33,11,9.16366912868305,10.1731538549084
70,69,4,9.5423092089698,10.4267759169061
70,33,11,9.98116214654777,10.6412965940636
71,92,6,9.05503339535687,10.0009473708261
71,93,7,9.16706626224141,10.4200601278073
71,44,14,9.39708441916647,10.2823938990515
71,76,9,9.81583854001778,10.7006041208423
71,33,11,9.90476005503797,10.7185156980479
71,44,14,10.0827372077772,10.8268254812035
72,33,11,9.23322113556825,10.3069289839313
72,44,14,9.33740789306127,10.4436082664811
72,57,17,9.40751362286803,10.5161333935703
72,77,13,9.5000359647478,10.2947678671984
72,33,11,9.69783109301979,10.4107911295129
72,44,14,9.70346539453414,10.5852106108459
72,69,4,9.75572975903288,10.6449379419476
72,13,3,9.76163950590481,10.707592470902
72,38,16,10.2408811481908,10.847128331854
72,38,16,10.485523480697,10.7771874732049
73,77,13,9.45705153735413,10.5100274723682
73,29,21,9.64758594211171,10.48561635826
73,38,16,9.75902020952848,10.616521425867
73,94,10,10.0918473008254,10.7179282347908
74,13,3,9.28981038831311,10.2336502171455
74,76,9,9.34079627035293,10.3632460496324
74,69,4,9.49924430129738,10.5487462778437
74,76,9,9.6051786688574,10.5262187845355
74,62,5,9.69820481720359,10.4183708992648
74,93,7,9.75862241660194,10.3862877934589
74,44,14,9.89844879900781,10.724377485198
74,94,10,9.89922760810602,10.7142889554103
74,33,11,10.0880628551022,10.8156256708972
75,13,3,9.16637365231645,10.285333494915
75,93,7,9.39200692160252,10.3875593151445
75,76,9,9.50186273322072,10.4182603748582
75,95,15,9.64624655899004,10.6269825361598
75,93,7,9.69431142070562,10.4651063302808
75,92,6,9.89230081455422,10.8386188013982
75,75,2,10.0850612793354,10.7900182231309
76,75,2,8.66958230964351,10.2879689187871
76,93,7,9.28640945698658,10.5600487419186
76,57,17,9.44646643042563,10.3753500660648
76,94,10,9.98421715638438,10.706054054903
76,44,14,10.2452040723541,10.7113261356249
76,77,13,10.4818927530372,10.9524139826359
77,13,3,9.23383310191431,10.2011956597331
77,77,13,9.60615188280931,10.665657147615
77,93,7,9.90640463274436,10.6774691736147
77,78,8,9.98780924643474,10.7826024435152
78,76,9,9.061365711596,10.0477130935615
78,77,13,9.55958982038203,10.5129008493974
78,76,9,9.70470300141188,10.5594481949019
78,76,9,9.74960207585908,10.5451400328845
79,44,14,9.4482238724344,10.4777407184777
79,95,15,9.60745221128242,10.4680975390734
79,62,5,9.82519045532607,10.5481632102183
79,95,15,9.90035414538295,10.587049596284
80,57,17,9.34199724573322,10.2558863865287
80,92,6,10.0857084717938,10.8036397204203
81,44,14,9.23312468591435,10.440026444534
81,13,3,9.39166564731507,10.4149167498423
81,95,15,9.5556386331733,10.5966272617383
81,93,7,9.81566132663194,10.6348662228165
81,91,12,9.98144080067796,10.871998431992
81,38,16,9.98528758171635,10.7589314239241
82,44,14,9.60826958152842,10.4666427780658
82,62,5,9.75641741169977,10.5900069880562
82,13,3,9.8212403502252,10.6658167946605
83,13,3,9.55624944326322,10.5813315107261
83,76,9,9.65044612156708,10.5355276227181
84,57,17,9.16200650379218,10.16617805301
84,76,9,9.23116419926055,10.1799332370184
84,93,7,9.22375277018002,10.3861009709059
84,13,3,9.33978513917507,10.1856949130199
84,33,11,9.8221933935346,10.4896073823668
84,93,7,9.9821117040308,10.6689547186959
85,93,7,8.73466433412829,10.0692258124192
85,76,9,9.16610279314384,10.0781332974154
85,57,17,9.23407627222173,10.2933373561658
86,76,9,9.55484933092454,10.2714856187735
86,77,13,9.65001668850923,10.4592996093183
86,77,13,9.76308389368495,10.6350437629564
86,94,10,10.2453631838583,10.9145383174763
87,76,9,9.39812979368342,10.3863860577765
87,93,7,9.59867500032806,10.3182354342632
87,13,3,9.60264655823221,10.4223891353733
87,44,14,9.64511364199744,10.6188609541819
87,69,4,9.98305622162591,10.6811205372719
88,93,7,9.55608763088787,10.3859241236413
88,77,13,9.69892684097281,10.5465444993437
88,91,12,9.81807254861325,10.7567105820807
88,69,4,9.82313815015987,10.6538762501785
88,78,8,9.82392537785633,10.7856391592736
89,69,4,8.70167359824047,9.97347803136577
89,44,14,9.5049713720872,10.3328654920235
89,44,14,9.98438944365907,10.6662019811658
89,95,15,10.0860283967265,10.8160557630563
90,44,14,9.28811893713446,10.4810823389786
90,44,14,9.75462293401346,10.5965699717537
90,91,12,10.0843483493527,10.9670790174615
91,69,4,9.8982901510765,10.7771309691826
91,13,3,9.90359180120025,10.6492564440862
91,95,15,9.97872886257155,10.7982415944812
92,78,8,9.90705539422989,10.6338812646454
93,62,5,9.50081405534286,10.3310163138461
94,33,11,8.64970643101503,10.2062991291353
94,76,9,9.44867036453861,10.4515297395986
95,57,17,9.04962934544704,10.1467113055942
95,13,3,9.70352797830759,10.7016673032091
95,77,13,10.2400353381249,10.8734023137227
97,13,3,10.4772778520262,10.977802509815
98,13,3,8.69237216206572,9.75343248241397
98,69,4,9.04883436847639,10.171632428895
98,76,9,9.28863534153885,10.2749442622998
98,91,12,9.89933212472217,10.6924415601778
98,69,4,10.0842683813461,10.6665276277773
99,95,15,9.82556476824308,10.5835001576627
100,76,9,8.63063464816887,10.1892150720316
100,77,13,9.82076266334203,10.6836723702582
100,77,13,10.0858354640429,10.8138988831792
101,77,13,9.98300824204368,10.7307378902906
102,62,5,9.60839722330295,10.5033461865125
102,13,3,9.64522410336943,10.5821702566624
102,95,15,10.2456171325371,10.8146374585141
103,62,5,9.55391449935371,10.3415713837028
103,77,13,9.90082250257195,10.5665698898171
104,92,6,10.2538678169741,10.885022284333
106,95,15,10.4783804587102,10.9853877476408
109,13,3,9.97903279823016,10.6365223985112
112,91,12,10.4900958870358,11.0839150770968
115,62,5,9.6486870644132,10.5350707849615
116,93,7,9.05912896748771,10.2440122208217
116,13,3,10.0869978328905,10.7083846106664
116,94,10,10.4945241603202,11.0220914512098
117,59,1,10.2553972012296,10.7798939344683
119,13,3,9.04662625574988,10.0658044083163
119,13,3,10.2399859334548,10.7901619402873
120,91,12,10.245480168966,10.8016820310038
120,69,4,10.2406109533217,10.8943693484434
120,69,4,10.4773141090319,10.9012069802418
124,62,5,9.060348592162,9.83655197144197
134,62,5,9.33976852708916,10.0282301180866
135,78,8,10.0850140613344,10.8474936823535
136,59,1,10.0841402956677,10.7139309196824
136,75,2,10.2478848506999,10.8281698367494
139,59,1,10.4726799628189,10.8117832126572
143,59,1,9.98018769471735,10.7560285531532
144,59,1,9.75673350052946,10.5701124212992
146,59,1,9.89759307333473,10.726119470224
151,62,5,9.28495004298066,9.97823973864526
151,59,1,9.69949096847039,10.3627061804931
156,62,5,9.44690932672951,10.3624591802372
157,62,5,9.16845217130348,9.98011081600304
158,62,5,8.58932527324853,9.87184065292645
159,62,5,9.23670492198611,10.0507300620428
161,62,5,9.4012675860744,10.3167172293566
163,59,1,9.82514131112397,10.5520807567701
168,59,1,9.60373628990578,10.5240000225372
171,59,1,9.65029018050686,10.4695065613586
186,78,8,10.2583175706015,10.9051521582378
192,59,1,9.50024296419957,10.3884614973083
194,59,1,9.55762372997529,10.3782505185628
214,59,1,9.23261760991928,10.0544803518399
215,92,6,10.5138724116103,11.0961766046047
216,59,1,9.16486599567306,9.99390242836593
223,59,1,9.28664099225232,10.1881391256769
225,59,1,9.33896490515859,10.0921390521518
226,59,1,9.44723899814174,10.4299626140912
