n,family_rank,child_rank,coef,se,coef_mid,se_mid,boot_se,boot_se_mid
642,1,32.4766355140187,0.30329699232333,0.00375027312644211,0.268039633012044,0.00512664219702682,0.00419427588490981,0.00567041451087472
643,34,44.4603421461897,0.30329699232333,0.00375027312644211,0.268039633012044,0.00512664219702682,0.00419427588490981,0.00567041451087472
643,67,54.4152410575428,0.30329699232333,0.00375027312644211,0.268039633012044,0.00512664219702682,0.00419427588490981,0.00567041451087472
644,4,36.8167701863354,0.30329699232333,0.00375027312644211,0.268039633012044,0.00512664219702682,0.00419427588490981,0.00567041451087472
644,7,37.9487577639752,0.30329699232333,0.00375027312644211,0.268039633012044,0.00512664219702682,0.00419427588490981,0.00567041451087472
644,11,40.3788819875776,0.30329699232333,0.00375027312644211,0.268039633012044,0.00512664219702682,0.00419427588490981,0.00567041451087472
644,17,42.6350931677019,0.30329699232333,0.00375027312644211,0.268039633012044,0.00512664219702682,0.00419427588490981,0.00567041451087472
644,31,45.2701863354037,0.30329699232333,0.00375027312644211,0.268039633012044,0.00512664219702682,0.00419427588490981,0.00567041451087472
644,44,47.416149068323,0.30329699232333,0.00375027312644211,0.268039633012044,0.00512664219702682,0.00419427588490981,0.00567041451087472
644,47,49.8913043478261,0.30329699232333,0.00375027312644211,0.268039633012044,0.00512664219702682,0.00419427588490981,0.00567041451087472
644,51,47.9596273291926,0.30329699232333,0.00375027312644211,0.268039633012044,0.00512664219702682,0.00419427588490981,0.00567041451087472
644,54,48.8773291925466,0.30329699232333,0.00375027312644211,0.268039633012044,0.00512664219702682,0.00419427588490981,0.00567041451087472
644,57,50.3788819875777,0.30329699232333,0.00375027312644211,0.268039633012044,0.00512664219702682,0.00419427588490981,0.00567041451087472
644,61,52.360248447205,0.30329699232333,0.00375027312644211,0.268039633012044,0.00512664219702682,0.00419427588490981,0.00567041451087472
644,81,59.5527950310559,0.30329699232333,0.00375027312644211,0.268039633012044,0.00512664219702682,0.00419427588490981,0.00567041451087472
644,84,60.4083850931677,0.30329699232333,0.00375027312644211,0.268039633012044,0.00512664219702682,0.00419427588490981,0.00567041451087472
644,94,67.2189440993789,0.30329699232333,0.00375027312644211,0.268039633012044,0.00512664219702682,0.00419427588490981,0.00567041451087472
644,97,70.4673913043478,0.30329699232333,0.00375027312644211,0.268039633012044,0.00512664219702682,0.00419427588490981,0.00567041451087472
645,2,35.5054263565892,0.30329699232333,0.00375027312644211,0.268039633012044,0.00512664219702682,0.00419427588490981,0.00567041451087472
645,8,37.4728682170543,0.30329699232333,0.00375027312644211,0.268039633012044,0.00512664219702682,0.00419427588490981,0.00567041451087472
645,13,40.7178294573643,0.30329699232333,0.00375027312644211,0.268039633012044,0.00512664219702682,0.00419427588490981,0.00567041451087472
