n,family_log_income_n,household_log_income,coef,se,coef_mid,se_mid,boot_se,boot_se_mid
641,8.25714066947296,9.92074722473327,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
642,9.50766148479974,10.4452457879847,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
643,9.00856721526286,10.1075315114661,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
643,9.11719904888562,10.1987241361008,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
643,9.40168790807478,10.3490939926373,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
643,9.60923842110403,10.469758925859,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
643,9.74718497386055,10.6130418111935,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
643,9.91839097430797,10.7080559959783,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
643,9.95062211846642,10.739274339504,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
643,10.0031333724115,10.7597039064734,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
644,8.49532529983128,9.97715862724018,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
644,8.8090232670892,10.0848356430113,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
644,9.16660234555209,10.1517499577879,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
644,9.18145248210458,10.2601901977724,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
644,9.20807317501339,10.3469348530038,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
644,9.24423504568373,10.3301693451371,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
644,9.31206620330373,10.3053263851909,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
644,9.32248997703187,10.3752753829156,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
644,9.36868021839622,10.3650410262562,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
644,9.53908713304131,10.4752288147462,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
644,9.57927338186095,10.4152198633941,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
644,9.63879549479118,10.49591522836,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
644,9.67967918417243,10.5578770488917,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
644,9.78570284748448,10.6540054147454,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
644,10.2763180082775,10.8689573789332,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
644,10.4050003432254,11.0024120696138,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,8.8987105723354,10.1157516793822,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,9.04427452839624,10.0908944976919,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
