n,family_log_income_n,household_log_income,coef,se,coef_mid,se_mid,boot_se,boot_se_mid
645,9.15128394141775,10.229831608778,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,9.19496526849159,10.2259763676462,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,9.23246751431548,10.2953839375534,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,9.25594906577999,10.2911252741381,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,9.26707750551366,10.329731617638,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,9.3456456018994,10.4230215532554,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,9.4132566761613,10.4329718906802,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,9.4345456695778,10.3977370315015,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,9.44501062421704,10.416771041685,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,9.47612318858005,10.4906785752656,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,9.49707245441178,10.4674299627692,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,9.51862926887085,10.5013291286759,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,9.55902769700466,10.5143922521081,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,9.58921698506896,10.5128390427233,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,9.64907724985369,10.5249718480341,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,9.66957279936162,10.5481649267476,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,9.70045977960281,10.5654193809183,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,9.71168497711121,10.5448477860265,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,9.73522742940605,10.4892144785382,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,9.77228268611985,10.5877495928743,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,9.81276478629477,10.6184512866147,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,9.84158018087437,10.6164199382505,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,9.85653472740127,10.617368139943,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,9.87166014101662,10.6564898331353,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,9.96737657066819,10.720695999971,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,10.0230506868648,10.670394157555,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,10.0638362819541,10.7706265945265,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,10.0870093923909,10.7397735171608,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,10.1403522987029,10.8109911243539,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,10.1724276662167,10.8059259779679,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,10.2059720548505,10.816308126105,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,10.24131834441,10.7810654840435,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
645,10.5490599215837,11.034646999011,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
646,8.67628881376909,10.1205274062899,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
646,9.07262383883608,10.1608600991224,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
646,9.09633856503992,10.2119347071076,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
646,9.27741818024175,10.3197778332713,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
646,9.29985656063931,10.357585952494,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
646,9.33390046786751,10.3708497065156,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
646,9.3802328278367,10.4046061460943,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
646,9.39115478819629,10.3883749876805,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
646,9.45511313552374,10.4528428104184,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
646,9.46538187059447,10.3953157704784,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
646,9.52860966188716,10.4528567847731,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
646,9.59888115726158,10.5303010515771,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
646,9.61888030367058,10.5318463299017,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
646,9.62852731640514,10.5273347309956,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
646,9.68987096221534,10.5301257235022,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
646,9.75985403598506,10.6153596182266,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
646,9.79915379423634,10.6231553468872,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
646,9.82688160462019,10.6149254857207,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
646,9.90282143007833,10.7178859073866,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
646,9.93440618586842,10.6649433676581,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
646,10.0427749248981,10.7585316735009,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
646,10.1113527762019,10.7681242009501,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
646,10.356927944533,10.8687364343954,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
646,10.4651573554101,10.9442856319345,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
647,9.28861167502423,10.3058382535368,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
647,9.42405661811947,10.3999089219727,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
647,9.54884954544011,10.4601693514499,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
647,9.88683742667629,10.6173611704688,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
648,8.96040170268496,10.1144292665914,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
648,9.13579879996905,10.2286441301907,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
648,9.22073855103829,10.2578653419555,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
648,9.48661683740159,10.4194256552371,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
648,9.56902435583284,10.5171606381844,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
648,9.65913641118246,10.5521432532714,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
648,9.72333118163488,10.5902103299126,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
648,9.98493058746468,10.7229651987694,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
648,10.3145720510173,10.8058248985726,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
649,9.35717134135456,10.40887547243,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
651,10.7128296065797,11.0689791878835,0.527499342222814,0.00798030267570739,0.560881828494472,0.0137200877434259,0.0118814146590341,0.0157076414961212
