dep,pop_dep,unemp_dep,foreign_dep,single_dep,highschool_dep,density_dep,lmean_wage_dep,gini_dep,theil_dep,sharetop1_dep,museums_dep,cinemas_dep,higher_edu_dep,dist_edu_dep,participation_dep,nb_crime_dep,pct_crimes_dep,amenities_dep
24,386365,0.0611806181154731,0.0188205526809612,0.0585571706075424,0.161126716604245,-1.79561567647109,9.31081204267337,0.492766863892939,0.740438226812917,0.0564047809000325,15,12,2.484906649788,29.0031827035945,83.0901154446384,12502,0.0323580034423408,6.98821062984484e-05
25,484770,0.0527188914264898,0.0203415953258326,0.0687257084203121,0.225361565048153,-1.07318753407136,9.45050364573913,0.48820560175318,0.785716143466653,0.0557956254218951,10,19,3.43398720448515,15.3740801253541,81.8155600144813,25744,0.0531055964684283,5.9822183715989e-05
26,414072,0.0680751022303634,0.017269514067156,0.0645276386557953,0.210877161313615,-1.43214304446526,9.36328879869157,0.519946591884946,0.824076796666233,0.0639197171529237,8,10,2.56494935746154,21.0761131298206,80.0740342870437,29006,0.0700506192159818,4.34707007476961e-05
27,513818,0.0651798759327325,0.0120610452005628,0.0577819095366159,0.175813622237569,-1.1959885599122,9.48819211168858,0.499810695500173,0.801205834777057,0.0599763066662309,8,11,2.70805020110221,18.1409520928543,80.9302234974244,22696,0.0441712824385288,3.6978073948363e-05
28,396073,0.0547849338820531,0.0194558761063179,0.0535625488385309,0.177540612276094,-1.40910896039246,9.49419593705325,0.487388158340991,0.76818352926001,0.0605210708983609,9,7,1.94591014905531,23.2716604050217,80.3236800392428,20586,0.0519752671855946,4.03965935572483e-05
29,838687,0.0607055001669758,0.00387571983813539,0.0657382507363299,0.229171493515846,-0.732571568099666,9.33860495286594,0.522157731480547,0.853203915300619,0.0614714746855001,15,33,3.58351893845611,13.7231901548559,81.5389657101751,31187,0.0371855054388586,5.72323167045632e-05
30,585049,0.0829532211305989,0.0227643943124667,0.0666459218040709,0.214720048431755,-0.959332572119953,9.37738548452726,0.525741110113131,0.835098702900707,0.0620212610726872,18,14,3.17805383034795,20.3785873650989,80.428461981375,46570,0.0796001702421507,5.46962733036036e-05
31,925962,0.0642862762907431,0.0248479184812692,0.0682356423919479,0.334015782793444,-0.553368837513351,9.48949779711797,0.536597747757242,0.913704719259082,0.0637401347543293,13,23,4.47733681447821,12.3067300606343,81.3614458199509,62378,0.0673656154356226,3.88784852942129e-05
32,174587,0.0481677855218711,0.0304870227049215,0.0670417252695734,0.190577732287047,-2.26173560884873,9.31350705492877,0.501786467032105,0.751214289895254,0.0591533587564188,7,9,1.09861228866811,24.1823896280754,81.967429094236,3822,0.0218916643278136,9.16448532823177e-05
33,1213499,0.0723546646634435,0.0233195718752608,0.0666045071512763,0.257959917010673,-0.748969917290525,9.46732144725891,0.524414033156063,0.866960322932069,0.0628781139466044,15,34,4.49980967033027,16.2000929364475,80.2549055610048,90458,0.0745431187005511,4.03791020841385e-05
34,794603,0.0834326637091283,0.0265806468307815,0.0686660198561954,0.27998191623341,-0.663502497770266,9.34215739610739,0.546464461543565,0.890133416818706,0.0652667900929199,22,28,4.29045944114839,10.1631074720496,80.5234977528713,75022,0.0944144434390507,6.29245044380653e-05
35,798718,0.0547139751846301,0.00358627998973902,0.0562144427768664,0.246655157531291,-0.821754717925363,9.39517231539219,0.529547048295171,0.879943943785187,0.0679779692378571,10,38,4.14313472639153,13.6485474563817,82.0233975659927,32669,0.0409017951266905,6.00963043276851e-05
36,237510,0.0547517079908907,0.00844262163935126,0.0603075708049053,0.140937593311436,-1.97357545702308,9.33621824804629,0.490096237464968,0.749244846804327,0.0591665843127284,8,6,2.39789527279837,20.0381350997379,80.542320356382,7132,0.0300282093385542,5.89448865310934e-05
37,529345,0.060116058392345,0.0178415526851873,0.0557828570256663,0.226919561243144,-1.10008398331786,9.42235737946046,0.514868760199533,0.829296009391653,0.0631246666473745,19,13,3.3322045101752,13.5364241336937,79.915780922077,30064,0.0567947180005479,6.04520681219243e-05
38,1016228,0.0549995088499922,0.0372716484321695,0.0654060468193774,0.280934112290867,-0.694189244209349,9.51657778166543,0.513470530555878,0.820336543897454,0.0637034525776535,23,36,4.00733318523247,11.4060416221513,79.7658400566003,66899,0.0658306994099749,5.80578374144385e-05
39,248759,0.042080595309906,0.0184699809428231,0.062881122549341,0.180701605006599,-1.65551681015937,9.39401145113781,0.493922298728194,0.745019859362586,0.0605768785009306,13,9,2.07944154167984,27.9009043930152,81.5422426689763,9237,0.0371323248606081,8.84390112518542e-05
40,311461,0.054769948156753,0.0216813959502338,0.0636168931129108,0.184457588517687,-2.0791429689849,9.33663984528454,0.502814988724822,0.763602419119308,0.0617339144100453,10,18,1.6094379124341,28.9119112564625,82.6639228799961,13944,0.0447696501327614,8.98988958489185e-05
41,305937,0.0494299503691323,0.0199934167496698,0.0500008781327386,0.158956230681217,-1.67706258938149,9.39067805719282,0.500991234770936,0.788031566752751,0.0618734853060372,8,9,2.39789527279837,23.9225660015971,81.6452534529902,11380,0.0371972007308694,5.55669958194007e-05
42,746288,0.0652898650251595,0.0237450122453057,0.0630874830586281,0.200808769514952,-0.520541631642594,9.41620324140103,0.51278907758342,0.809744936033919,0.0764370895334413,21,24,3.40119738166216,11.8532504927229,78.938432540539,42752,0.0572861951418219,6.02984370645113e-05
43,206568,0.0545156055402498,0.0129448616824546,0.06553480475382,0.177621322604979,-1.86079338635705,9.36762596944611,0.489298248423097,0.725781375002399,0.0692868600689386,5,12,1.38629436111989,21.2145657929399,81.4519809686959,5401,0.0261463537430773,8.22973548661942e-05
44,1052183,0.0680401801357507,0.00495503095272086,0.0615033681815025,0.23653748325945,-0.554754819213554,9.40852669871423,0.536667251770268,0.893669948662439,0.0673730546968762,14,35,4.21950770517611,13.4613803355912,80.5578259624645,65961,0.0626896652008253,4.6569845739762e-05
45,580612,0.0545234435761639,0.0302141587348617,0.0554245955553866,0.219246536678358,-1.12896546056169,9.43653309807342,0.52896661882869,0.887677722195158,0.0656718571998251,12,8,2.70805020110221,22.4687085663064,81.0757607194004,32448,0.0558858583701336,3.44464117172914e-05
46,155816,0.0545589170308489,0.0235249615697258,0.0600548053748886,0.198000385777663,-2.14867296909114,9.37610476261277,0.518376367333076,0.789420511789529,0.0885292227579679,11,10,1.79175946922806,18.023294210317,84.3250271844513,4125,0.0264735328849412,0.000134774349232428
47,305989,0.069014936915279,0.0276126993199795,0.0620536940400989,0.174846059629872,-1.52068658574406,9.32269562143926,0.514814758957755,0.820125379711665,0.0637955136913132,6,9,2.77258872223978,25.8415607304834,82.2325932839967,12652,0.0413478915908742,4.90213700492501e-05
48,72825,0.0430690195112511,0.0170481535565369,0.0614516847261392,0.204134548002803,-2.93616653658117,9.25388176600132,0.533173932208086,0.819868660431269,0.0621462786249002,2,5,1.79175946922806,16.5250805093307,83.466491048682,1991,0.0273395125300378,9.61208376244422e-05
49,705882,0.0616951459901401,0.00582504790270734,0.0534232660192597,0.201588074518551,-1.03950455533972,9.33756658670443,0.514312568929199,0.815282095350652,0.0672028055650869,13,14,3.85014760171006,17.1362689305143,82.6929949052,30018,0.0425255212627606,3.82500191250096e-05
50,479636,0.0560297221418153,0.00236068448608742,0.0561401892831649,0.157778252126142,-1.19468968501523,9.37365111371952,0.502068745522593,0.803118533266428,0.0569991865248097,21,22,3.04452243772342,19.8940386928031,81.2791385231175,15366,0.032036794569215,8.96513189168453e-05
51,558217,0.0632883145108084,0.0187715876896806,0.0650653147983674,0.216430128360378,-1.36325984370829,9.42646394247679,0.524224880866086,0.884324066424146,0.0663190676454058,10,12,3.46573590279973,12.9896032505765,78.0003710899129,32525,0.0582658715159159,3.94111967209884e-05
52,204067,0.0575145520736292,0.0132471771289634,0.0652355653838893,0.145973286967518,-2.0985519151601,9.40362723208787,0.467224417345733,0.678861633552773,0.0549344190803807,7,4,1.38629436111989,24.0891794478581,78.6622916680938,7845,0.0384432563814825,5.39038649071138e-05
53,278037,0.041460103871577,0.00282794302801385,0.0444078278204972,0.153855218193959,-1.62325410024459,9.39977514079675,0.484138674153314,0.722252127013198,0.0663856361061719,9,9,2.70805020110221,17.9679254564776,83.31128843927,7341,0.0264029607570215,6.473958501926e-05
54,711822,0.059624412266428,0.0265765116292134,0.0678750571763046,0.236999498469208,-0.667024785019722,9.44943271133093,0.51327457693651,0.833548121514288,0.0623241760975377,11,12,4.12713438504509,9.26781606303873,78.5623081253917,38568,0.0541820848470545,3.2311448648679e-05
55,196344,0.0582571711721632,0.0160697571987007,0.0648372040713041,0.155647685464829,-2.14515356280163,9.37060019445796,0.497628325409551,0.783726333038546,0.0636633851110751,9,3,1.94591014905531,17.2181449264401,80.4187909169661,7606,0.0387381330725665,6.11172228333945e-05
56,619838,0.0669454980558975,0.00251640640720778,0.0692805921813555,0.187649340305433,-1.07980062614611,9.30305921022464,0.509147280278739,0.801542805085041,0.0578467298054976,12,25,3.3322045101752,16.1189908521308,82.4553602622168,23337,0.0376501602031499,5.96930165623921e-05
57,1011302,0.0609149318392329,0.0445333917021907,0.0677677004575796,0.183142604225547,-0.557005090955291,9.42125383879381,0.520584934729868,0.868993953690379,0.0628408654681895,13,18,3.85014760171006,10.519774397495,78.3042838352291,49046,0.0484978769942114,3.06535535379145e-05
58,233278,0.0582829808660624,0.013015018170673,0.062432408074982,0.153622618423353,-1.9711229792038,9.4112549595474,0.484912929544862,0.734137927436468,0.0593611740109446,11,6,2.07944154167984,24.4402213481445,79.7847089317632,8183,0.0350783185726901,7.2874424506383e-05
59,2531855,0.0838146502037592,0.0195576731593534,0.0741118842495552,0.208454382818584,0.438127187860608,9.40538147161975,0.529531539534219,0.897776926736264,0.066452469955953,32,39,4.92725368515721,6.42081290722643,79.7409199814049,178061,0.0703282770932775,2.8042680169283e-05
60,725603,0.0602534588911463,0.0256008157652821,0.06011993764515,0.193710265843634,-0.860602199293138,9.56913456457905,0.496691951631874,0.773093876645858,0.068238158856452,15,15,2.99573227355399,16.9933173844858,81.3691427963074,42176,0.0581254487646826,4.13449227745751e-05
61,293204,0.0585776934603594,0.007441928669297,0.0575711861210636,0.141816584615948,-1.70835505351429,9.37941098355882,0.49486483347971,0.759835115276461,0.0622720131519068,7,11,2.56494935746154,29.2998869900842,81.8283494782161,9632,0.0328508478738353,6.13907040831639e-05
62,1433203,0.0782369862504718,0.00573076268717134,0.073710863551758,0.15177248397981,-0.292607229735044,9.39271050982593,0.497399839598984,0.80072219190175,0.0583790146523874,17,24,3.85014760171006,9.05732715684021,81.4780850425311,78006,0.0544277398247143,2.86072524269067e-05
63,598213,0.0627464630391919,0.0334822200698744,0.067507925654255,0.236980131081465,-1.22936592211514,9.44506459565621,0.504056139135173,0.784064234507553,0.0598852495383616,13,16,3.43398720448515,14.0332178616949,81.5732175293821,26424,0.0441715576224522,4.84777161312108e-05
64,578516,0.0625895006583702,0.0328387059590259,0.0748478443091949,0.232695492017391,-1.25851017483582,9.41039906403511,0.515277641900184,0.818830769577051,0.0615480165841686,11,23,3.46573590279973,13.9544206443914,79.796441422599,31350,0.0541903767570819,5.87710625116678e-05
65,224759,0.0736704665294029,0.0263591065579716,0.0746165538206439,0.205314386261888,-1.64413664770467,9.37396372724395,0.4940717242049,0.704752827063091,0.0608931097485725,7,4,2.19722457733622,16.2818925392355,79.9512902891491,11602,0.0516197349160657,4.8941310470326e-05
66,363796,0.0819544155572594,0.0518854115843033,0.0700643288170329,0.20096666805956,-1.03634065828959,9.21551087489816,0.550998596058889,0.885961142610281,0.0656963766187557,10,13,2.19722457733622,11.3123452213999,79.4697494894231,32847,0.0902896128599545,6.32222454342544e-05
67,953053,0.043987702511313,0.0235116929773049,0.063479432277427,0.25104311159498,-0.293461762802321,9.48762683435217,0.519712125235856,0.844827020558607,0.06922378286773,24,11,4.02535169073515,9.7325023424428,79.3871840727216,62014,0.0650687842124205,3.67240856489618e-05
68,671319,0.0421822227520165,0.0354869471927524,0.0613153781019996,0.210308117920303,-0.351742685154077,9.47464727563583,0.511322208772526,0.82061206755119,0.0705672953951067,24,9,3.09104245335832,9.24908446514847,79.7880601703197,38794,0.0577877283377947,4.91569581674286e-05
69,1508966,0.0534352152221182,0.0304519770035677,0.0691239382253416,0.300571798088852,0.581863971642528,9.51394630045569,0.546255447308795,0.921256354708128,0.0715286594142365,18,36,4.68213122712422,6.5545360637048,80.1812083082709,130152,0.086252440412839,3.57860945839734e-05
70,229650,0.0597200530425814,0.0133667305142184,0.0615770138432718,0.147244038774499,-1.85839268879735,9.37507106419253,0.475993086429526,0.715987685012435,0.0597046349977649,6,8,1.6094379124341,19.8511405686446,81.9023381020113,7083,0.030842586544742,6.09623339865012e-05
71,559413,0.0580568387320446,0.0290237343403015,0.0590371167294244,0.163720452209661,-1.37285801483599,9.42696087676299,0.485387356604178,0.74159091809795,0.0592152246805002,26,16,2.89037175789616,16.0960950695692,78.6403129236048,19022,0.0340035000974236,7.5078698564388e-05
72,513654,0.0620005899597209,0.00491285041910634,0.0493926258896559,0.16635720693468,-1.16352825837071,9.39376306440534,0.500113399293241,0.822792838207145,0.0594496712719386,6,7,2.63905732961526,17.202324587989,80.4271346166036,18443,0.035905492802548,2.53088655009014e-05
73,348261,0.0435817337802087,0.0360625372448844,0.0670435309282353,0.243603346874432,-1.50499682566663,9.37783640262323,0.533312534185598,0.859415386988124,0.0680673150928785,10,40,2.89037175789616,21.5187202385552,79.9668741377651,26522,0.0761555270328863,0.000143570483057247
74,568286,0.0409155794575574,0.0366687059247561,0.0678303223177382,0.245907702812921,-0.723979093332383,9.39995404359759,0.534099908172721,0.885464109601785,0.0694146827448076,6,35,3.13549421592915,16.264603355358,79.6322317049143,35560,0.0625741264081818,7.21467711680386e-05
75,2152423,0.0595094428160394,0.0476260772825705,0.0741193822461552,0.464337680564804,4.64341428754065,9.67137548835452,0.631675575281406,1.1870536069736,0.106044888395343,59,90,5.88610403145016,0,73.3292467013003,276159,0.128301453756999,6.92243113923239e-05
76,1223429,0.0794015995079808,0.00891896167910456,0.0657085595065809,0.188196313015633,-0.322451511798818,9.46339931606082,0.513693516383682,0.837158196393271,0.0641271956627828,33,18,4.00733318523247,15.5492278486147,79.6346568626272,81568,0.0666716254069505,4.16861133747851e-05
77,1078166,0.0515728354464488,0.045432963031271,0.0599767838706744,0.242123196396189,-0.470167624508838,9.61459123803244,0.514397228880625,0.839967030504607,0.0631526239423407,21,17,3.76120011569356,8.92335193251273,75.6289751883127,82900,0.0768898295809736,3.52450364786128e-05
78,1307150,0.0426088106892446,0.0472581029236672,0.0631549259106589,0.365603890041275,0.69849741919544,9.83594364265355,0.554739905785937,0.937862627207605,0.0842926336209057,18,28,3.87120101090789,5.66412822463308,77.116436192189,90951,0.0695796197834985,3.5191064529702e-05
79,345965,0.058769049423255,0.00975912190865462,0.0484030293052354,0.162131172603577,-1.54899518960931,9.38614075057092,0.500067028474177,0.753640205187415,0.068103559081423,8,11,1.94591014905531,24.2984097396144,81.6365102079388,8770,0.0253493850534014,5.49188501727053e-05
80,547825,0.0763196195548415,0.0083606691510648,0.0697340555510304,0.178643664485425,-1.14890363090457,9.39607986288178,0.497236204486171,0.761776033838659,0.0603364714434443,8,13,3.3322045101752,22.3203496933906,82.74734092849,28950,0.052845342947109,3.83334093916853e-05
81,342723,0.0580567835593524,0.0222086146125814,0.0583933772803925,0.187744594735354,-1.50784454150208,9.41814439478645,0.498288358205855,0.730515172935492,0.0681230173064575,13,10,2.56494935746154,14.0853678734453,83.7736993073856,11094,0.0323701648269886,6.71095899604053e-05
82,200220,0.0598795095693012,0.0267670967452186,0.0620365728157902,0.175580351417212,-1.61615166517419,9.3125454810359,0.513175577118318,0.793242083619678,0.0657492511507264,6,7,1.6094379124341,15.4926075062902,82.7967440968572,9099,0.0454450104884627,6.49285785635801e-05
83,815449,0.08174907643096,0.0224213052898689,0.0670064844984999,0.237608732623251,-0.601144546887254,9.35060411408462,0.526154060868976,0.825445108113232,0.0642830478268336,17,24,3.43398720448515,10.7021146112281,76.0782918267816,71838,0.0880962512677065,5.02790487203982e-05
84,467075,0.0775590116764324,0.0262811680393383,0.0698137451236876,0.212652585611983,-0.695187313216667,9.32738477038644,0.545533118024196,0.916289511295985,0.069514788865051,19,18,2.89037175789616,18.1645192522044,79.8892659952534,37279,0.0798137344109618,7.92163999357705e-05
85,509356,0.0508430981037916,0.00270735387316007,0.0468855310359822,0.153070946160523,-1.29677358122768,9.29702931491431,0.504612005359149,0.774357855793917,0.067233819943189,14,18,2.70805020110221,25.4830674141806,84.2885227604226,19445,0.038175657104265,6.28244292793253e-05
86,380005,0.0577770786240198,0.006141913773823,0.0537232617493197,0.220578373273845,-1.55717447749312,9.40129203196155,0.50827168030537,0.830225452213845,0.0616986817944042,12,10,3.04452243772342,14.3960584613993,80.9545808294924,16339,0.042996802673649,5.78939750792753e-05
87,353593,0.051698623541407,0.0101747479324799,0.0588252420117913,0.210016543415862,-1.34732715796297,9.46866319777019,0.483861600380351,0.78168458762599,0.0547216346297812,4,12,3.25809653802148,13.5912836910561,83.0082941044609,11053,0.0312591029799798,4.52497645598188e-05
88,386258,0.0683011220749143,0.0194418575449685,0.0662855509504073,0.152024159093756,-1.40801732308926,9.38682744788179,0.47486738158841,0.712096293614186,0.0578105755405828,7,12,2.484906649788,18.5448907731009,81.030730453302,12283,0.0317999886086502,4.91899196909838e-05
89,323096,0.057750722498924,0.0223493000471418,0.0549774100208132,0.1628013178067,-1.79126816298296,9.40765842710297,0.504101431523168,0.808341451734614,0.0718989388792102,12,4,2.484906649788,28.0837683955202,79.8805931265062,12885,0.0398797880506103,4.95208854334316e-05
90,134097,0.0647438079410528,0.018390965700899,0.0683140134482901,0.215018973437188,-0.190877349834425,9.48354611009169,0.506618742364708,0.858944494327723,0.063120890541293,4,4,2.19722457733622,5.74221392104739,81.3934388830588,7354,0.0548408987523957,5.96583070463918e-05
91,1084824,0.0462894413013886,0.0429371742160761,0.0669484344214144,0.309667825492836,0.743290262609514,9.70901596626853,0.519637404700006,0.86287090165043,0.0637152101614985,5,20,3.66356164612965,5.88014677935596,76.7652195791266,75743,0.0698205423183853,2.30452128640222e-05
92,1391658,0.0511234929932596,0.04171420461562,0.0783564858624475,0.390405501121473,3.51632159110474,9.80054380057475,0.568090834385657,0.985322023750355,0.0871464500823262,19,20,4.35670882668959,1.65183383077335,74.777918435167,102955,0.073980101432967,2.80241266173155e-05
93,1381197,0.0777081024267174,0.0523938224701032,0.0862335324242461,0.212192887548076,3.07039939140089,9.47722765337893,0.517613404954318,0.855879297963366,0.060104047022349,5,18,3.87120101090789,2.13477320712848,72.538707069112,112569,0.0815010458319849,1.66522226735216e-05
94,1215538,0.0566396635979893,0.0553762172653765,0.0802373317084236,0.300716926179008,2.9576811818037,9.65192947745682,0.523523858586486,0.870758925802388,0.0675869566081153,8,18,3.97029191355212,2.55287313735412,75.4903900161863,92175,0.0758306198572155,2.13897056282897e-05
95,1049598,0.0575245248723638,0.0397904359680308,0.0708679934590122,0.266698676909945,1.05668306052742,9.65464990917036,0.514477425870609,0.843160093985763,0.0613688754861795,8,16,3.52636052461616,4.81263904304546,75.6199496643746,92172,0.0878164783088382,2.28658972292249e-05
