instru,n,household_log_income,family_log_income_n,coef,se,boot_se
+ 2digit occ.,399,10.2478851817076,9.08853106545101,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,605,10.2745503407677,9.15512638122856,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,606,10.3865921114179,9.28115103049464,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,608,10.2409145614736,8.81850895415809,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,610,10.4418857455276,9.38447123673787,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,610,10.4165295630064,9.41464478525074,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,611,10.104704733091,8.924743883401,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,612,10.0563112695222,8.52200579557847,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,618,10.3802065180511,9.31698115883345,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,621,10.3039808527388,9.21828921655002,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,626,10.5106918191731,9.68072731665501,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,627,10.3416118389307,9.16637376347841,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,628,10.5219331933565,9.60334177486539,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,629,10.4635308665086,9.50203432654375,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,632,10.7191451616102,9.94639976607245,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,635,10.2202773263175,9.18132174338429,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,635,10.3633535942745,9.25058212313056,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,635,10.7466954252956,10.013248334533,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,636,10.3286500887138,9.34201912227479,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,637,10.5456493509967,9.63255326946689,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,638,10.4713488403759,9.47846859240592,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,638,10.5363365842611,9.57783295103364,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,638,10.6016887849489,9.73765719428573,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,638,10.9718561502154,10.445786482142,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,639,10.3840431920076,9.26249478186835,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,639,10.4299468432319,9.45710406154346,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,639,10.7604539705299,10.1676489458422,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,640,10.4673826796754,9.56883574666825,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,640,10.7246528283584,10.2516591877375,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,640,10.8422272078417,10.2868752583744,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,641,10.5760433171184,9.75027398628442,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,642,10.3284386027535,9.30583820010859,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,642,10.4145699874582,9.44541723358808,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,642,10.4411842002104,9.52476136020438,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,642,10.5884222795965,9.77654996874195,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,642,10.7993027241602,10.0768435507059,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,642,10.9120872855047,10.3514809733464,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,643,10.7360618151199,9.97610406628849,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,644,10.6619946784343,9.8346031631216,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,644,10.7013647397085,9.89865147870499,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,645,10.4785073581195,9.42444798631253,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,645,10.5914833819325,9.80328077670549,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,645,10.6658370724712,9.86792231987695,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,646,10.4425285888084,9.54719059393295,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,646,10.4514816587534,9.55742176535457,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,646,10.5208915771453,9.66096619992848,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,646,10.5633416536227,9.70227181601186,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,646,10.581887672473,9.72511028040193,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,646,10.5984507898469,9.81886728146432,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,646,10.667209282818,9.88299192574457,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,646,10.6929694489966,9.91584459553382,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,646,11.0310568333286,10.5378905498144,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,647,10.3792280112441,9.36512236807856,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,647,10.5605350410775,9.64194596822492,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,647,10.6404888751802,9.78962878815151,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,647,10.8024851327213,10.0551117120042,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,648,10.1438008819646,9.08448917955737,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,648,10.3684773786172,9.35377904602461,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,648,10.3383228022251,9.46779271085881,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,648,10.4393421336127,9.53644429743404,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,648,10.5000748485597,9.69103894151049,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,648,10.6200071246073,9.85157081634442,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,648,10.7564048924939,10.100601728154,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,649,10.7942459718625,10.2102369770154,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,650,10.2657281156055,9.23142674708455,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,650,10.2864406243747,9.2413042266138,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,650,10.3909444539882,9.33012912704072,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,650,10.5756671559578,9.71369443938104,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,650,10.6925782331569,9.99426325289846,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,650,10.7428508291069,10.1297541261631,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,651,10.5487579321308,9.65129704492478,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,651,10.6966430741806,9.93062986404166,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,652,10.4673580201109,9.62291422794881,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,652,10.9186015502059,10.3785860429228,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,653,10.4354053298046,9.48966135785867,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,653,10.7318268395555,10.03336251912,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,654,10.4960639230673,9.61240949949564,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,654,10.9996316988994,10.6732946413818,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,656,10.1441198080498,9.12503774365576,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,656,10.2600216809166,9.20502001737341,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,656,10.4472616963934,9.39290580260463,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,656,10.5388460600083,9.59463066552857,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,656,10.5935393106564,9.76234239184694,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,657,10.5220851064396,9.58590449257193,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,658,10.5374753414534,9.67236252856505,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,658,10.682168810378,9.96133134328865,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,659,10.1985712088071,9.13862897512239,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,659,10.9281853136806,10.3183712586703,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,662,10.4539035426794,9.40343169833836,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,665,9.98983507737968,8.6966377246936,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,666,10.4627016996649,9.51289116483719,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,671,9.87960621194398,8.31452696392637,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,672,10.3286233457097,9.1951644702154,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,675,10.1542366253847,9.05693651607642,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,676,10.3082743228289,9.37636654702944,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,676,10.4041560474623,9.4334708057957,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,681,10.3585428964823,9.29265851286049,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,686,10.0676128955304,9.00959713601545,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,698,10.3404052624817,9.27158790570464,0.526255160254845,0.00815280506748529,0.0104921373459194
+ 2digit occ.,897,10.0876488135581,9.11906275434299,0.526255160254845,0.00815280506748529,0.0104921373459194
+ demographic char.,640,10.7115230686332,9.94831183993475,0.529530742028076,0.00817582525946123,0.0122026340799411
+ demographic char.,641,9.94906983067408,8.30062908221805,0.529530742028076,0.00817582525946123,0.0122026340799411
+ demographic char.,643,10.2219543909462,9.18082084897001,0.529530742028076,0.00817582525946123,0.0122026340799411
+ demographic char.,643,10.3874858926532,9.37618148144841,0.529530742028076,0.00817582525946123,0.0122026340799411
+ demographic char.,643,10.4589963717761,9.54473084365145,0.529530742028076,0.00817582525946123,0.0122026340799411
+ demographic char.,643,10.5594763863815,9.63995690805049,0.529530742028076,0.00817582525946123,0.0122026340799411
+ demographic char.,643,10.5706309871513,9.7441095063108,0.529530742028076,0.00817582525946123,0.0122026340799411
