n,parents_age,child_age,coef,se,df
42166,34,36,0.249987498445275,0.00471566425987246,42158
42182,60,36,0.269328346287973,0.00468948106636285,42174
42184,49,36,0.287409130504578,0.004663836867792,42176
42188,59,36,0.278598837082676,0.00467626578267473,42180
42189,30,38,0.188582208986719,0.00478156973149222,42181
42193,35,36,0.262369781097824,0.00469820765951188,42185
42193,36,36,0.26704087075355,0.00469194718977279,42185
42197,53,36,0.283886653695263,0.00466822274805693,42189
42200,58,36,0.280449809007464,0.00467296445574781,42192
42202,38,36,0.279126366832745,0.00467476321406289,42194
42203,28,38,0.180698446011916,0.00478801412135771,42195
42204,51,36,0.283494023067383,0.00466840115295772,42196
42208,56,36,0.28546889205734,0.00466532180105513,42200
42208,57,36,0.284863805081267,0.00466620104398612,42200
42210,37,36,0.277131227317791,0.00467711741679722,42202
42210,39,36,0.282098270269269,0.00467007866323232,42202
42210,41,36,0.2847605521442,0.00466624169146186,42202
42210,43,36,0.281801524513062,0.00467049667264946,42202
42210,45,36,0.284121084093602,0.00466716352434817,42202
42212,48,36,0.284514857833836,0.00466651886085312,42204
42214,40,36,0.283154588654168,0.00466831137975226,42206
42214,42,36,0.283331947028997,0.00466805569151577,42206
42214,44,36,0.279298913876931,0.00467385755780317,42206
42214,46,36,0.286627114578284,0.00466329172497362,42206
42214,47,36,0.282258375111685,0.00466964530109478,42206
42214,50,36,0.284476409854472,0.00466645012030047,42206
42214,52,36,0.285574671495964,0.00466482017541436,42206
42214,54,36,0.282411470356601,0.00466937779725992,42206
42214,55,36,0.284512876670574,0.00466635918808053,42206
42229,31,38,0.216924061245283,0.0047507685847064,42221
42272,32,38,0.212257952473592,0.00475332919462757,42264
42290,33,38,0.249228928701123,0.00470966425396315,42282
42299,29,38,0.198674441590937,0.00476566961097627,42291
42319,34,38,0.246365395189986,0.00471163921592426,42311
42352,59,38,0.27738191061196,0.00466888207620773,42344
42358,60,38,0.265568770923073,0.00468475018290459,42350
42381,35,38,0.258646626091978,0.00469260845161754,42373
42381,36,38,0.26324687288315,0.00468657144151594,42373
42385,53,38,0.281967459500621,0.00466058156680809,42377
42389,49,38,0.284641646757539,0.00465650948757915,42381
42392,38,38,0.276658831200575,0.0046677112859146,42384
42403,58,38,0.277947487723222,0.00466529757371268,42395
42409,56,38,0.28196005365954,0.00465927370565111,42401
42409,57,38,0.280640063779704,0.00466115470341338,42401
42412,37,38,0.273513386729413,0.00467096812915012,42404
42412,39,38,0.279408872945985,0.00466274616347087,42404
42412,41,38,0.282310666732829,0.00465861632972697,42404
42412,43,38,0.279456552824326,0.00466267505801913,42404
42412,45,38,0.282283219220373,0.00465865340555235,42404
42413,51,38,0.279249898630027,0.00466291333755607,42405
42416,40,38,0.281117522965244,0.00466011336417159,42408
42416,42,38,0.281100470582763,0.0046601360438027,42408
42416,46,38,0.284514980721279,0.00465525127045359,42408
42416,52,38,0.282685486405323,0.00465787120780182,42408
42416,54,38,0.280271792192901,0.004661314426629,42408
42416,55,38,0.281651606284987,0.00465935286189024,42408
42419,48,38,0.281259129278909,0.00465973517919064,42411
42422,44,38,0.275898485347461,0.00466713416162168,42414
42422,47,38,0.279160351897491,0.00466255819277965,42414
42422,50,38,0.279992318283136,0.00466138730609254,42414
